-0.068064,0.026016
-0.515292,-0.372329
0.147384,0.423343
-0.568110,0.381029
0.741632,-0.511367
-0.459118,0.219217
0.286184,0.502136
-0.876711,0.278376
-0.594761,0.427318
0.899432,-0.892810
-0.433415,0.460655
-0.725850,-0.304155
0.503377,-0.504938
-0.448946,0.256512
-0.145948,-0.212191
-0.611563,0.622494
-0.539115,0.018059
0.151583,0.557813
-0.036995,0.232663
-0.455388,0.580389
-0.231750,-0.240422
-0.500275,0.138336
0.178403,-0.628845
-0.137213,0.330235
0.557349,-0.221310
-0.080418,-0.323267
-0.044960,-0.392568
0.383417,-0.399298
-0.703221,-0.233330
-0.315691,-0.978793
-0.223673,0.422691
0.546003,0.131495
0.045810,-0.647348
-0.118020,0.241797
-0.131314,0.141394
-0.514250,0.341508
0.027549,0.635780
0.401652,-0.114774
-0.560050,0.382416
0.616107,-0.314415
-0.575014,0.402188
0.574792,0.168261
0.336192,0.478750
0.558111,-0.982396
-0.904539,0.743647
0.255538,0.018490
-0.877499,0.088013
-0.512511,0.770326
0.692574,-0.142801
0.546950,-0.508109
-0.536295,-0.053056
-0.438697,0.008319
0.506557,0.152668
0.102323,0.203752
0.320142,0.191776
0.698361,0.129444
0.377010,0.009448
-0.255350,0.412368
-0.658948,0.927721
-0.467273,0.357349
-0.138395,0.123972
-0.335905,-0.260952
-0.143994,-0.279249
-0.432503,0.655934
0.564530,-0.050150
-0.731077,0.521471
-0.943289,0.855462
0.297921,-0.294899
0.566676,-0.719455
-0.638393,-0.035832
-0.547321,0.427065
-0.007513,0.375552
-0.093937,0.426318
-0.343648,0.308904
-0.175352,-0.245467
-0.230920,-0.072831
0.824848,-0.356786
0.050646,0.270450
0.022439,0.074128
-0.115381,0.264190
-0.505217,0.428111
0.204560,-0.215645
-0.632791,0.936289
-0.825236,-0.008045
-0.723778,-0.114595
-0.632192,0.121089
-0.545594,0.022724
-0.003150,0.207509
0.307964,-0.450429
0.464487,-0.752462
-0.005069,-0.522865
0.010411,0.174673
-0.737693,0.463245
-0.546017,-0.190483
0.754540,-0.254348
-0.591004,0.375692
-0.681524,0.545033
0.792868,-0.589670
-0.713680,0.177593
-0.019432,-0.182538
-0.386132,-0.317427
0.596312,-0.077700
0.251613,0.355394
0.692298,-0.585027
0.591740,-0.024170
0.045785,0.225363
0.223243,0.056650
-0.447639,-0.621673
-0.879798,0.808402
-0.672040,0.172570
-0.301571,-0.903687
0.444757,-0.007668
0.051780,-0.418788
0.065905,-0.438209
0.548819,-0.129021
0.562971,-0.236806
0.105998,-0.004054
-0.183509,-0.271310
-0.524718,0.726152
-0.429042,0.623094
0.116115,-0.107514
-0.193366,0.144078
-0.324636,0.108003
0.258902,-0.274229
-0.260755,0.230856
-0.449366,0.009160
0.318142,0.334759
0.044892,-0.128346
-0.017415,0.477661
-0.131389,0.201424
0.751056,-0.431360
-0.001407,0.336323
0.325737,-0.281469
0.180950,-0.220072
0.853796,-0.423201
-0.316950,0.205749
0.465390,-0.306339
0.685652,-0.123021
-0.431953,-0.442858
0.211526,0.206294
-0.038200,-0.657072
-0.635229,-0.495252
0.557094,0.353475
-0.487344,0.041116
-0.214405,0.862125
0.708432,-0.523182
0.780175,-0.718713
-0.362510,0.380477
-0.400404,0.345510
0.230622,0.032577
-0.321020,0.554163
-0.162378,0.219358
0.307204,-0.189335
0.459889,-0.487044
-0.477878,0.408221
-0.689037,0.209795
-0.786624,0.175969
-0.324565,-0.076634
-0.461643,0.491691
-0.575583,-0.100488
-0.449699,0.228018
-0.227268,0.227163
0.471764,0.457988
-0.497060,0.326053
0.689351,-0.053371
-0.636285,0.233022
-0.600914,0.773837
0.185645,-0.096647
0.058136,0.432931
0.443994,-0.515691
0.142782,-0.471565
0.023376,0.034993
-0.718007,0.281299
-0.753961,0.412291
-0.871069,0.381322
0.133329,-0.132150
-0.148862,-0.151552
-0.443652,0.423507
-0.614167,0.658077
-0.080545,0.281453
0.480040,-0.103559
0.497323,-0.567642
-0.125239,0.052476
-0.609960,0.297704
-0.745666,0.573764
-0.235921,0.234758
-0.089770,0.463775
0.569256,0.146110
-0.332480,0.573072
0.637003,0.204207
-0.478633,0.288648
-0.603227,0.337165
-0.244966,-0.036054
0.024235,0.040201
-0.222866,0.172314
0.516456,-0.441451
-0.529558,0.276901
0.191200,0.473534
-0.706751,0.210477
-0.249878,0.079498
-0.721307,-0.497681
0.614571,-0.454709
0.374506,-0.112472
0.275489,-0.517928
0.832922,0.107426
-0.353907,-0.352132
0.459874,-0.519856
0.370486,0.387904
-0.232754,0.377953
-0.249896,-0.205821
-0.759971,0.562593
-0.420386,0.099208
0.332887,0.021308
0.122488,-0.173001
-0.235047,0.744057
-0.596947,0.445926
-0.156883,0.119815
-0.175562,-0.056193
0.388699,-0.709816
0.703947,-0.709442
-0.052739,-0.109594
-0.623929,0.549443
-0.133198,-0.511656
0.424972,0.348981
0.020078,0.319982
0.227645,0.117223
-0.485372,0.026394
-0.348308,0.166052
-0.491038,0.182485
-0.275424,0.105765
0.012979,0.276833
-0.551672,0.006311
-0.871872,0.229979
-0.306811,0.013482
0.705224,-0.538469
-0.126409,0.306884
0.623011,0.519883
0.440748,-0.781887
0.117104,-0.056571
0.349080,-0.402191
-0.109474,-0.526259
0.213496,-0.117864
0.720601,-0.508470
-0.032813,-0.325022
0.220592,-0.177619
-0.531725,-0.287055
0.253574,0.359062
-0.712139,0.276094
-0.371863,0.087640
-0.270929,-0.598080
0.377203,-0.733497
0.928839,-0.783222
0.046550,0.425763
-0.714829,-0.452435
0.656132,-0.734070
-0.463459,0.552652
0.758614,0.387548
-0.855574,0.683582
-0.320660,-0.235854
0.576198,-0.259479
0.400927,-0.075668
0.829198,-0.432335
0.283296,-0.566269
-0.516611,0.457824
0.366109,-0.340687
-0.451917,-0.285663
0.550442,-0.419750
-0.380809,0.064764
0.758216,-0.495054
-0.229491,0.128256
0.002076,-0.596644
-0.102549,0.195054
-0.353746,0.920159
-0.019777,-0.119695
0.923953,-0.408688
-0.557363,0.239267
-0.580069,0.113789
0.149257,0.029414
-0.600260,0.327940
0.265712,-0.853347
0.372812,0.075687
-0.627052,-0.019011
-0.607122,0.104217
-0.079388,-0.004314
0.415615,-0.150379
-0.489722,-0.340486
-0.024059,0.078955
-0.753984,0.714883
-0.696847,0.408698
-0.365543,0.249779
-0.594942,-0.452721
-0.238485,0.177459
0.265404,0.098459
0.246297,-0.311259
0.269334,-0.281487
-0.140409,-0.324307
0.165727,-0.595580
-0.116240,-0.435310
0.257108,0.144153
0.713542,0.057663
-0.072534,0.077072
0.439381,-0.400629
